Localidades rurales que rebasan AGEB,,,,
Marco Geoestadístico 2024,,,,
CVE_ENT,CVE_MUN,CVE_LOC,NOMLOC,CVE_AGEB
28,039,0054,Guadalupe Victoria (Rancho Nuevo),0189
28,039,0061,San Antonio de Nahola (San Antonio),0475
28,039,0083,Tierras Blancas (Cinco de Mayo),0121
28,039,0084,El Refugio (La Unión),0155
28,039,0099,La Cardoncita,0174
28,039,0166,Las Cruces,0545
28,039,0184,Francisco I. Madero,0244
28,039,0205,El Sauz (Mi Ranchito),0085
28,040,0053,Empalme,0014
28,040,0056,Ignacio Manuel Altamirano,0014
28,040,0182,"Magueyes (Pozo 4) [Colonia Agrícola, Carretera Estatal 53, entre Sur 73 y Sur 78]",0635
28,041,0070,Estación Caballeros,1448
28,041,0090,La Libertad,1467
28,041,0098,Miguel Hidalgo,1448
28,041,0100,La Misión,1467
28,041,0124,Rancho Nuevo,1452
28,041,0129,El Sabino,1452
28,041,0149,Santa Ana,1433
28,041,0157,Santa Librada,0100
28,041,0940,Miguel Hidalgo [Colonia],1448
28,041,0976,Valle Soleado [Colonia],0100
28,042,0068,Miguel Hidalgo,0343
29,004,0006,La Garita,0027
29,006,0012,San Felipe Sultepec,0040
29,031,0017,José María Morelos y Pavón,0039
29,034,0084,Tecomalucan,0064
29,034,0086,San José Tepeyahualco,0045
29,040,0004,La Ascensión Huitzcolotepec,0254
30,003,0012,Esperanza Malota,0022
30,003,0014,El Hato,0075
30,003,0027,San Ángel,0018
30,003,0033,Tecuanapa,0183
30,003,0034,Tierra Colorada,0056
30,004,0034,Paso del Cedro,0072
30,004,0035,Paso de la Milpa,0091
30,005,0004,Atzizintla,0012
30,006,0003,Aguachinola,0039
30,006,0017,Tecamalucan,0039
30,009,0018,Cerrillos de Díaz,0064
30,009,0183,La Yerbabuena,0030
30,010,0015,Lerdo de Tejada,0050
30,010,0047,Colonia Ejidal Guadalupe Victoria,0012
30,010,0105,Xocotla,0050
30,010,0118,Colonia el Establo,0050
30,012,0018,Boca del Río,0017
30,012,0019,Los Pinos (Buena Esperanza),0017
30,014,0035,Ignacio Zaragoza,0026
30,014,0050,Rancho Trejo,0026
30,014,0051,Colonia San Francisco,0045
30,015,0107,Arroyo Grande de Arriba (Colonia Francisco I. Madero),0057
30,015,0310,Fraccionamiento los Idolos,0038
30,016,0010,La Posta,0016
30,019,0007,Choapa,0018
30,020,0002,Acultzinapa (San Miguelito),0019
30,020,0039,Terrero,0019
30,023,0014,El Campamento,003A
30,023,0127,La Noria (Arrieral),0059
30,032,0041,Matalcalcinta,0043
30,032,0076,Barra de Sontecomapan,0147
30,032,0084,Perla de San Martín,0147
30,033,0002,Barra de Cazones,0040
30,034,0006,Colonia Morelos (El Veinticinco),0086
30,035,0004,La Ceiba,0026
30,035,0007,El Crucero,0011
30,035,0013,Rancho Nuevo,0011
30,038,0236,Hacienda los Cafetales,0013
30,039,0166,Colonia Veracruz,0203
30,040,0009,Furberos,0030
30,043,0022,Paso Pimienta,0070
30,044,0052,San José de Tapia,0241
30,044,0117,Santa Teresita (Segunda Manzana del Barreal),0237
30,044,0118,La Palma (Tercera Manzana del Barreal),0237
30,044,0166,Colonia las Margaritas,0237
30,044,0217,Los Lienzos,0237
30,045,0185,El Coyol (Kilómetro 11),0145
30,045,0395,El Cerrito,0766
30,049,0123,La Tinaja,0089
30,051,0007,La Lima,002A
30,053,0048,La Pitahaya (La Luz),001A
30,054,0003,Arroyo del Soldado (Arroyo del Obispo),0110
30,054,0043,Arroyo Claro,0040
30,055,0012,Chapopote Chico (Tlachinolapa),0048
30,055,0029,Zapotitla,0014
30,058,0010,Ahuimol Tzimpiasco,0088
30,058,0043,Francia Nueva,0054
30,058,0070,Monte Grande,0020
30,058,0079,Pastoría,0016
30,058,0133,Alaxtitla Morenotlán,0035
30,058,0145,Nuevo Tecerca,0020
30,058,0279,Ejido las Vegas,0069
30,058,0306,Tecuapa,0088
30,058,0339,Lindero Achupil,0088
30,059,0206,El Manantial [Centro de Población Agrícola y Ganadera],0028
30,061,0007,Cuauhtémoc Pedregal,0134
30,061,0024,San José del Carmen,0045
30,061,0043,Alto Uxpanapa (El Amate),0153
30,061,0173,Licenciado Benito Juárez,0346
30,061,0324,Pueblo Viejo,0242
30,061,0378,El Sahuayo,0030
30,061,0580,El Azufre,0346
30,061,0745,Malpaso (Malpasito),0261
30,061,0876,Las Piedras,0079
30,061,1269,Cuauhtémoc Kilómetro 17,0596
30,063,0048,Tamalcuatitla,0069
30,065,0008,Cerro Gordo,0044
30,065,0073,La Cumbre,0078
30,065,0210,Colonia Gobernadores,0129
30,066,0009,El Ermitaño,0056
30,066,0022,Poza Larga Zapotal,0018
30,068,0014,Santa Lucía Potrerillo,0031
30,068,0029,Palo Alto,0046
30,069,0005,Carrillo Puerto (Santa Rosa),0024
30,069,0019,Paguas de Coronado,0024
30,069,0065,Ejido Soto y Gama,0024
30,069,0124,Nuevo Renacimiento 2000,0170
30,070,0018,Ignacio Allende el Grande,0326
30,071,0004,Amatiopa (Mesa Limón),0037
30,071,0031,Tlamatoca,0037
30,071,0032,Tlavictepan,0022
30,072,0005,El Batda,0034
30,072,0022,Palo Bendito,0049
30,072,0036,Viborillas,0049
30,073,0017,La Gloria,0116
30,073,0090,Nacaxtlito,0120
30,074,0002,Donato Guerra,001A
30,075,0026,Pozo de Arena,0055
30,077,0012,El Carrizo,0030
30,077,0031,Garza Blanca,0079
30,077,0056,Viloria Viejo,0026
30,077,0233,Palma de Oro,0079
30,078,0022,Tancuban,0042
30,078,0023,Tzicuatitla,0023
30,079,0009,Buenavista,004A
30,079,0011,Caltzontepec,004A
30,080,0005,Ixcapantla,0036
30,080,0024,Matlaquiáhuitl,0036
30,082,0054,El Túnel,0026
30,083,0010,Cacahuatengo,0023
30,083,0024,Huexotitla,0023
30,083,0037,Llano Enmedio,0023
30,083,0044,Naranjo Dulce,0080
30,083,0055,La Pita,0019
30,083,0058,Poza Grande,0057
30,084,0018,Pachuca,004A
30,084,0062,Las Cuatas,0054
30,087,0027,Xoloxtla,0431
30,087,0124,La Haciendita,0287
30,087,0157,Humberto Aguirre Cruz,0821
30,087,0158,La Cúspide,0287
30,089,0019,San Lorenzo,0012
30,090,0033,El Rincón,0028
30,091,0085,Juan de la Luz Enríquez,0171
30,091,0457,Fidel Herrera Beltrán,0097
30,093,0007,El Pueblito (Garbanzal),0015
30,100,0059,Curva del Paso Real,0011
30,101,0007,Loma Grande,0095
30,101,0046,La Loma,0108
30,102,0067,La Unión Paso Largo,0336
30,102,0071,Villanueva,011A
30,105,0030,Ixcoalco,0022
30,105,0040,Mata Ortiz,0018
30,105,0049,Paso Colorado,0022
30,105,0061,Rancho del Padre,0018
30,105,0299,Colonia Clara Córdoba Morán,0018
30,108,0037,La Concepción,0683
30,108,0107,Emiliano Zapata,0077
30,108,0144,La Reforma,0166
30,111,0011,Nuevo Teapa,0015
30,112,0094,Fraccionamiento de los 4 Soles,0046
30,115,0019,Taza de Agua Ojo Zarco,0014
30,116,0023,Ojapa,0011
30,117,0028,Paso Amapa,0042
30,117,0037,Tecoloteplán (Estación Omealca),0019
30,121,0022,Alto del Tigre,0172
30,122,0011,Minzapan,0057
30,122,0028,Nuevo Mangal,0038
30,123,0007,Jopoy,0069
30,123,0039,Ex-Hacienda Chintón (La Quina),0266
30,123,0089,Vega de Otates,0285
30,123,0501,Ejido Tancoco,0196
30,123,0609,Pánuco (La Pitahaya) [Nuevo Centro de Población],0270
30,124,0006,Ignacio Allende,0140
30,124,0018,Caristay,0013
30,124,0039,Francisco I. Madero,0140
30,124,0042,Gildardo Muñoz,0117
30,124,0065,Ojital Viejo,0102
30,124,0100,San Lorenzo,0117
30,124,0101,San Pablo,009A
30,124,0110,Tenixtepec,0066
30,124,0112,Totomoxtle,009A
30,124,0119,Veinte de Noviembre,0189
30,124,0400,Zapotal Santa Cruz,0102
30,126,0040,El Tejón,0041
30,126,0135,Colonia el Cocuíte (La Santísima),0041
30,126,0138,Yucatán,0018
30,128,0006,El Frijol Colorado,0012
30,128,0010,Libertad,0065
30,130,0093,Vicente Guerrero,010A
30,130,0573,La Nueva Esperanza,0152
30,131,0022,Cerro del Mesón,1092
30,132,0018,Úrsulo Galván,0015
30,134,0029,Remudadero,0039
30,134,0033,Tamarindo,0024
30,136,0002,Piletas,0014
30,141,0036,Francisco I. Madero,0086
30,141,0050,Matacapan,0086
30,141,0174,Vista Hermosa II,0137
30,141,0281,Ampliación Caravaca (Kilómetro 30),0067
30,142,0006,Bellaco,0098
30,142,0027,Ejido Monte Verde,012A
30,142,0066,Tizamar,0083
30,143,0022,Francisco I. Madero,0076
30,143,0030,Medellín,0131
30,143,0048,Río Grande,0131
30,143,0070,Tibernal,0061
30,143,0340,Santa Elena,0131
30,143,0346,Valle Verde,0038
30,144,0132,San Antonio,0054
30,148,0080,Puerta de Mata Anona,002A
30,149,0018,Mirador Saltillo,0099
30,149,0051,Hilario C. Salas,007A
30,150,0036,Rancho Nuevo,0051
30,151,0020,La Encarnación,0082
30,151,0075,Estero de Milpas,0063
30,154,0007,La Ceiba Ocampo,0012
30,155,0084,Cucharas,0081
30,155,0160,Moralillo,0382
30,155,0164,Nuevo Laredo,0166
30,155,0178,El Sabroso Uno Crucero Palmito,0166
30,155,0215,San Juan Chijolar,0039
30,155,0710,La Unidad,0166
30,157,0025,Teayo,0029
30,157,0030,Nueva Reforma,0014
30,159,0010,Xopilapa,0019
30,160,0002,Aguacate de Vinazco,0128
30,160,0005,Alajuela,0058
30,160,0011,Aquiles Serdán (El Nueve),0147
30,160,0025,La Camelia (Palo Blanco),0096
30,160,0084,Monte Verde,001A
30,160,0275,Tumbadero,0113
30,161,0006,Corozal,0144
30,161,0044,Pochuco,0144
30,161,0091,Llano Grande,0214
30,161,0248,Guayalitos,0125
30,166,0012,Vicente Guerrero (Tepetates),0013
30,169,0032,La Guadalupe,0072
30,172,0007,Emiliano Zapata,0010
30,173,0018,Laguna Chica (Pueblo Nuevo),008A
30,173,0032,Puente Chilapa,0111
30,174,0002,El Amate,0104
30,174,0117,El Tamarindo,0015
30,174,0550,Nuevo Laguna Escondida,0176
30,174,0560,Loma de la Villa,002A
30,175,0030,La Isla (Kilómetro 10),0050
30,175,0042,Nuevo Progreso (Kilómetro 12),0050
30,175,0066,San Nicolás,0169
30,175,0171,Los Pinos,0031
30,175,0357,Fernando Gutiérrez Barrios,0154
30,180,0022,La Pahua,0012
30,181,0054,El Moste,0081
30,181,0099,La Tranca,0113
30,181,0212,Colonia Fernando Gutiérrez Barrios,0151
30,181,0361,Colonia las Flores (La Boca),0151
30,181,0400,Colonia Leandro Valle,0043
30,183,0018,San Isidro,0014
30,183,0070,La Granja,0014
30,187,0006,Piedras Grandes,0013
30,189,0047,Juana Moza,0056
30,189,0480,Ampliación Fraternidad Antorchista,0041
30,191,0009,El Limoncito,0016
30,193,0083,San Julián,0010
30,196,0017,Los Mangos,0012
30,202,0007,La Candelaria,0011
30,205,0072,Cuve de los Marcos,0225
30,206,0050,Democracia y Libertad,003A
30,209,0025,Peña Hermosa,0065
30,210,0019,Bajo Grande,016A
30,210,0060,Francisco Villa Dos,0189
30,210,0087,Los Liberales,0066
30,210,0108,Paso del Moral,0193
30,210,0121,Rafael Murillo Vidal,0117
30,210,0211,Nuevo Paraíso,0206
30,210,0212,Manantiales,0136
30,211,0026,El Faisán,0218
30,211,0116,Vega de San Marcos,0186
30,211,0121,Fidelidad,0190
30,212,0020,Ejido Sergio Vera Cervantes,008A
30,212,0037,General Lázaro Cárdenas,0041
30,212,0061,Nuevo Ideal de Arriba,0094
31,002,0010,Tepich Carrillo,0053
31,002,0011,Ticopó,0053
31,002,0014,Dzitiná,0053
31,004,0010,Tixkuncheil,0039
31,006,0002,X-Bec,0122
31,009,0003,San Antonio Xiat,0069
31,013,0006,X-Cuyum,0057
31,014,0013,Chebalam,0035
31,014,0040,X-Akabchén,0035
31,015,0003,Chunkanán,0051
31,015,0005,Eknakán,0051
31,017,0014,X-Bohom,0075
31,017,0083,Muchucuxcáh,008A
31,021,0022,Chan X-Cail,0078
31,021,0024,Nuevo X-Habín,0063
31,021,0033,Chan Pich,0059
31,026,0035,San Benito,006A
31,030,0076,Yaxché,0096
31,033,0003,Cuch Holoch,0100
31,034,0003,Sahcabá,0042
31,036,0012,San Isidro Ochil,0070
31,040,0004,Cuauhtémoc,0162
31,043,0006,Dzeal,0056
31,046,0065,Nuevo San Juan,0062
31,048,0007,Granada (Chican Granada),0175
31,048,0010,Kanachén,018A
31,048,0018,Santa Cruz,018A
31,050,0090,Dzununcán,2057
31,050,0140,Yaxché Casares,2038
31,050,0268,Oncán,2038
31,051,0006,Tekat,0043
31,052,0015,Kaxatah,0110
31,052,0018,Tanyá,0110
31,056,0149,Huntochac,0158
31,063,0004,San Antonio Tedzidz,0063
31,067,0046,Holactún,0043
31,076,0002,Chinkilá,0076
31,076,0003,Itzincab,0076
31,076,0007,Oxtapacab,0076
31,076,0011,Sotuta de Peón,0076
31,081,0011,X-Cocmil,0057
31,084,0003,Chenché de las Torres,0078
31,085,0178,Ekbalam,0130
31,092,0004,Ekpedz,0101
31,093,0010,Ruinas de Aké,0081
31,094,0005,Chicán,0055
31,096,0070,Tezoco Nuevo,0740
31,096,0377,Santa María,0628
31,098,0039,Xcobiakal (Xcobilakal),0177
31,099,0080,San Lorenzo,0051
31,101,0006,Hotzuc,0155
31,101,0012,San Antonio Chum,0140
31,101,0013,San Antonio Mulix,0155
31,101,0016,Ticimul,0155
31,102,0149,X-Cohuó,0171
31,102,0481,X-Bacab,0171
31,102,0631,Bolmay,0222
31,102,0655,Santa Eleuteria,0186
32,001,0030,Los Llamas (San Isidro),0027
32,001,0034,Media Luna,0012
32,001,0056,El Tule,0027
32,003,0010,El Durazno,0017
32,003,0019,Salisflor,0021
32,005,0015,Noria de Agostadero (El Agostadero),0079
32,005,0190,Calera [Parque Industrial],0045
32,007,0011,Los Encinos,0285
32,007,0012,Guadalupe Garzarón,0092
32,007,0021,Pabellón Hidalgo (El Pabellón),0105
32,007,0050,La Curva,0054
32,009,0067,La Purísima (Ojo del Toro),0097
32,010,0078,Buenavista de Rivera,0581
32,010,0083,Las Catarinas,0717
32,010,0092,Chichimequillas,0384
32,010,0097,Emiliano Zapata (El Terreadero),0011
32,010,0134,Rafael Yáñez Sosa (El Mezquite),037A
32,010,0140,Colonia Montemariana (Colonia Mariana),0172
32,010,0155,Órganos,076A
32,010,0188,Rincón de la Florida,0647
32,010,0193,El Salto,0280
32,010,1289,Las Tres Marías,0717
32,014,0020,General Manuel Ávila Camacho (Mesillas),0129
32,014,0057,Villa Cárdenas,0025
32,016,0014,Providencia,0053
32,016,0061,Colonia Aurelio Pámanes Escobedo (El Socorro),0034
32,017,0007,Casa Blanca,0027
32,017,0017,La Luz,0031
32,017,0038,Santa Mónica,0050
32,018,0014,Ciénega de San Felipe (Ciénega de Abajo),001A
32,019,0055,Guadalupe Victoria (La Villita),0021
32,019,0133,San José de Huaracha,0074
32,020,0012,San Juan del Centro,0094
32,020,0024,Ermita de Guadalupe,0198
32,020,0052,Lo de Nava,0107
32,020,0097,San Rafael,0126
32,021,0014,Ventura (Buenaventura),0034
32,023,0024,Mezquitera Sur,001A
32,023,0098,Mezquitera Norte,0039
32,024,0008,Crisóstomos,006A
32,024,0010,Ejido Hidalgo,0021
32,024,0077,El Matorral,0074
32,026,0017,Cedros,0327
32,026,0047,La Mejorada,0581
32,026,0052,Los Novillos,0331
32,026,0076,Salto de San Juan,1363
32,026,0092,San Rafael (José María Morelos),0399
32,026,0101,San Tiburcio,1255
32,026,0165,La Fábrica,1113
32,026,0250,Francisco Villa Uno,005A
32,027,0009,Matamoros,0108
32,027,0013,Presa de los Ángeles (La Presa),0019
32,027,0020,Santa Elena de la Cruz (Nuevo Rodeo),0131
32,028,0031,Hacienda Vieja,0054
32,029,0005,Manantial de la Honda (Carboneras),0102
32,029,0009,Colonia Veinte de Noviembre (Santa Ana),0013
32,029,0041,Campo Quince (San Lorenzo),0117
32,029,0042,Campo Dieciséis (La Honda),0136
32,033,0044,Las Palmas,0073
32,034,0044,La Cofradía,0066
32,034,0187,Tlachichila,0028
32,034,0247,Colonia Lindavista,0051
32,034,0301,Los Tolentinos (Los Bordos),0066
32,034,0307,Los Tepetates,0085
32,035,0008,General Guadalupe Victoria (Estación la Honda),003A
32,035,0012,Puerto de Juan Alberto,0044
32,035,0035,Genaro [Estación],0025
32,036,0010,Cerrito del Agua,0094
32,037,0017,Los Pozos,0015
32,037,0029,Valle Hermoso,002A
32,038,0019,Colonia Belisario Domínguez (Las Güeritas),0192
32,038,0059,Espíritu Santo,0046
32,038,0075,Jaltomate,0205
32,038,0152,El Remanente,014A
32,038,0160,San Andrés,0065
32,038,0219,La Victoria,0116
32,039,0003,Anastasio V. Hinojosa,0147
32,039,0019,José María Morelos y Pavón (La Almoloya),0043
32,039,0027,Los Ramírez,0081
32,039,0029,San Felipe,0128
32,040,0017,Francisco I. Madero (San Isidro),0059
32,040,0018,El Fresno,0010
32,040,0110,La Y Griega,003A
32,041,0003,General Gertrudis Sánchez (Santa Rita),0056
32,041,0007,Tanque Nuevo,0056
32,042,0008,Benito Juárez,0091
32,042,0025,Corrales,0439
32,042,0032,Emiliano Zapata (Juanes),0157
32,042,0103,San Francisco de las Flores (El Ranchito),0180
32,042,0185,El Álamo,0138
32,045,0045,El Terrero,0021
32,046,0030,El Maresito,0029
32,046,0052,La Troje,0052
32,049,0072,Palmitos,050A
32,049,0084,Las Pomas (Las Palomas),0209
32,049,0086,Colonia Progreso (La Cadena),0196
32,049,0111,San Juan Capistrano,0533
32,049,0144,Vicente Escudero (Viudas),0393
32,051,0004,Aldea de Codornices (Jesús María),0118
32,051,0020,La Colorada [Estación de Ferrocarril],0067
32,051,0032,Flores Magón (San Julián),0300
32,051,0037,La Mancha,0476
32,051,0038,Manganita,0298
32,051,0190,San Antonio de la Rosa (San Antonio),0349
32,052,0051,Tierritas Blancas,0026
32,052,0061,La Puerta de Jalisco,0030
32,053,0009,Cerrito del Agua,0038
32,053,0020,La Mesita Redonda,0019
32,054,0019,El Fraile,0035
32,055,0049,Ojo de Agua del Tigre,0066
32,055,0062,La Quemada (Hacienda la Quemada),0085
32,055,0069,El Salto,009A
32,056,0028,Cieneguillas,0025
32,056,0034,García de la Cadena (El Visitador),0167
32,058,0017,El Soto,0049
